"forecast_horizon","LHS","intercept","EPS","NegEPS","NegEPS_EPS","adj_r_squared","t_intercept","t_EPS","t_NegEPS","t_NegEPS_EPS"
1,"E_{t+1}",-1.95275449297169,2.41656641055601,3.00780609035542,-0.851755872229146,0.162067489937392,-1.65892696941776,10.6418177721655,2.29784632972244,-3.37638130756856
2,"E_{t+2}",-1.69116587724433,2.2422708594074,2.796230867956,-0.924780756932853,0.116836254299038,-1.27968253979058,8.97031593701467,2.36532299299096,-4.57761811284696
3,"E_{t+3}",-1.60532227949405,2.20430064121216,2.82125440181908,-0.931566917945638,0.0935456158772241,-1.00735291358318,7.87381080229664,2.3810551778662,-4.44716189844784
4,"E_{t+4}",-1.76351487378282,2.33777180713986,3.07766820078315,-1.02721506263522,0.0812529517798834,-0.951127490297779,7.28812799742503,2.29488411212723,-4.90923349646148
5,"E_{t+5}",-1.92833425467663,2.47360515373795,3.23984391710948,-1.19983141255134,0.0766980769475599,-1.00247747627724,6.92582482355971,2.43740337806842,-4.79986809434675
