"year","Size_category","BM_category","intercept","EPS","NegEPS","NegEPS_EPS","t_intercept","t_EPS","t_NegEPS","t_NegEPS_EPS","adj_r_squared"
1968,"Medium cap","High BM",-0.00749275939715236,1.0831818757069,-0.0156909964339797,-0.00825957158280888,-0.83410262680922,3.53751780573791,-0.839101199009105,-0.599367323058917,0.485226027642924
1968,"Medium cap","Med BM",0.00308480915065337,0.727571643277448,-0.00577516291718778,-0.00220729373710801,4.90035577531324,19.0069630680855,-1.55416737696966,-0.949546831995418,0.547184345703557
1968,"Medium cap","Low BM",0.00319197089640742,0.61377878858864,-0.0046135864471205,-0.0160894585387127,4.84576017476611,10.8393286100013,-3.99708948510225,-4.20466288614537,0.484670796917643
1968,"Small cap","High BM",-0.0240322033652059,0.884640040857287,0.187015794571335,-0.00975617831865391,-0.927331938645469,3.83015692437574,1.1781641845852,-0.342530681889571,0.130362484031066
1968,"Small cap","Med BM",-0.0586376385587519,1.39873916570703,-0.041699292512857,0.0816109645688304,-1.02937852541674,2.26778906427449,-0.668129729256705,0.560247986234728,0.145502479381704
1968,"Small cap","Low BM",0.0340656607250734,0.0497784832990744,-0.0296265584225951,-0.0184543396764692,2.58963277603196,0.184711513990557,-3.09109335389453,-0.471971538432606,0.0185713954684804
1968,"Large cap","High BM",0.000381397305191752,0.807210906899927,NA,NA,1.38593839525452,10.2066955889912,NA,NA,0.672420274922598
1968,"Large cap","Med BM",0.000790482715771807,0.767005637140716,NA,NA,6.61344639456131,19.2222239042254,NA,NA,0.692547448305136
1968,"Large cap","Low BM",0.000252698530085772,0.888264423733455,NA,NA,1.78918249233691,12.4618054126756,NA,NA,0.63263206456235
1969,"Medium cap","High BM",-0.0288577518175486,1.87065279494494,-0.00267187942012374,-0.0376648634550506,-1.40094146967872,2.65502795074816,-0.108644888091762,-2.58807365986823,0.411432045455891
1969,"Medium cap","Med BM",0.00304197432356365,0.790496795104845,-0.0050037393110448,-0.00222657447563775,5.45407684252304,24.9585279775478,-1.53443519224336,-1.01250350508526,0.556197366409851
1969,"Medium cap","Low BM",0.00359591456055447,0.709075098685074,-0.0118095040855031,-0.021255626979312,4.78403809671727,11.8247626732594,-1.87517950367455,-4.14103927517999,0.366911814844199
1969,"Small cap","High BM",-0.0202000516516462,0.865163697231913,0.167192865716826,-0.00990591564299021,-0.951552247800634,4.41727857256554,1.3664690966418,-0.396450507486954,0.142738351238188
1969,"Small cap","Med BM",-0.0169969965152272,1.04380572881601,0.00781055562260938,0.100635465073479,-0.543929178221109,2.93626519258706,0.14042697133736,0.703596526218553,0.115210864904951
1969,"Small cap","Low BM",0.0267083494160746,0.342072683561805,-0.0240582788280091,-0.0181005701177198,3.00065494953995,1.75033257460999,-2.11008964273567,-0.978526113660141,0.141430739822194
1969,"Large cap","High BM",0.000478552019084661,0.868622046551301,NA,NA,1.56483516911104,9.80728679414315,NA,NA,0.588393916925085
1969,"Large cap","Med BM",0.000598466595675513,0.828333431439553,NA,NA,3.90947045042706,15.6595501375693,NA,NA,0.612306563055053
1969,"Large cap","Low BM",0.000389204655128214,0.867980445507041,NA,NA,2.84035070864406,12.7199884498623,NA,NA,0.584789344409592
1970,"Medium cap","High BM",-0.0459795041185756,2.52914819173983,0.0368032608165604,-0.031132549467801,-1.97766041513899,3.21532476015831,1.28449724891598,-2.81682492042484,0.477443798925601
1970,"Medium cap","Med BM",0.00224006415666893,0.945255036801026,-0.00738201357974755,-0.00232780875343316,2.80328236086018,22.3364309759277,-1.31094554964392,-1.01378208424801,0.446311706249651
1970,"Medium cap","Low BM",0.00456435595242988,0.838902041608701,0.00653344235317742,-0.023717390790108,5.2129208435465,12.6814403259363,0.414600878340352,-2.30366434225547,0.188227119392086
1970,"Small cap","High BM",-0.0377464484042735,1.0220372894536,0.117130028710961,-0.0141627217359514,-1.47362276479813,4.30273500306588,1.22022631445113,-0.496922596520808,0.197331928434808
1970,"Small cap","Med BM",0.00442486062653071,0.921799530562824,-0.019509850814447,0.107235937838226,0.272743668799551,4.70597268665944,-0.332356772275721,0.741566138929236,0.114734265152983
1970,"Small cap","Low BM",0.0263109837559657,0.494672106461596,-0.0199138405126132,-0.0163220484337789,3.49492439176446,2.92422926765301,-1.9480635471692,-1.05961655360294,0.144706071425166
1970,"Large cap","High BM",0.000947982706437078,0.915355285684197,NA,NA,2.5883858262782,9.58346823150832,NA,NA,0.495656899106616
1970,"Large cap","Med BM",0.000665703872498137,0.883275634629575,NA,NA,4.76175248740034,18.2482815833556,NA,NA,0.578113391612349
1970,"Large cap","Low BM",0.000520894126353834,0.913959890489284,NA,NA,3.45440304483611,12.9908256045705,NA,NA,0.454691926142754
1971,"Medium cap","High BM",-0.0255363949811294,1.78878667497161,0.017309734844086,-0.0175317671025924,-1.76981449707999,3.187551711231,0.948825278094355,-2.18663699622303,0.211708007585623
1971,"Medium cap","Med BM",0.00160572347596396,0.939750405004671,-0.0010890751530822,-0.00189659910165737,2.27499485139864,24.4530012434544,-0.268975479814859,-0.862151133953912,0.453236463753558
1971,"Medium cap","Low BM",0.0037302896798009,0.872818627293996,0.00920451155163002,-0.0168839742802728,4.6912563048193,13.6509218479497,0.552777104936995,-2.15102883716272,0.20158460767713
1971,"Small cap","High BM",-0.0420335979299142,0.893706546848569,0.088364487218692,0.0112033938544318,-2.34622067311762,5.43786344440645,1.5045683549942,0.387302673156957,0.20453139283943
