"year","forecast_horizon","intercept","A","D","E","AC","t_intercept","t_A","t_D","t_E","t_AC","adj_r_squared"
1982,1,-0.207612639900309,0.012945253992932,0.401364983927273,0.783857499991688,0.121531207103719,-0.345751273094052,2.49508129205163,1.8298690971367,7.02630267582903,1.78263347008481,0.915883008284592
1983,1,0.189152043351079,0.00994847259705144,0.619831645424923,0.690244902524473,0.11860834405169,0.303821651151808,2.03992600123075,3.28043539406528,8.31468365884431,2.25951347241082,0.90531454199917
1984,1,0.182393495922835,0.0105246428725253,0.530718710394347,0.701111545622285,0.094790809605207,0.268852532975247,1.80293166070226,2.59444409743102,9.6034536369949,1.90674955028695,0.896162810558913
1985,1,1.14259206005093,0.0055457878034869,0.304760978629605,0.840936446509781,0.0751492302467852,0.964008090880312,0.854056203130389,1.28119117679687,7.95049312506355,1.58043519092336,0.877581069789485
1986,1,1.10217572396906,0.00359095684112318,0.343329900197442,0.837168829378017,0.0697667266520034,0.981737585989494,0.674805753745358,1.63419016356422,9.26045881378421,1.74397110227703,0.87698470402037
1987,1,1.20552023938198,0.000958023874996712,0.344621005002334,0.845078036413017,0.0545062347794137,1.03478379933657,0.187799049597525,1.77427469988768,10.2151305999989,1.61589097299497,0.860241205795745
1988,1,1.60536414018523,0.00289376787403553,0.299924935264556,0.822277842730286,0.039158510637677,1.27081419245578,0.562516621942753,1.82348332116905,11.0074102383794,1.31386662531128,0.832174492991126
1989,1,1.04860844875074,0.00733065995880517,0.12318090939768,0.843186884006094,0.0343854781919487,0.831990768317408,1.49831922205126,0.967889046617258,12.5691859236016,1.27482729467105,0.819221800510635
1990,1,1.82428677209702,0.00412402710898273,0.22211028066167,0.798966493684319,0.0215772313279692,1.64683778828014,1.36013767470034,1.87034021246712,11.5004529592286,0.8642694938604,0.802494364335565
1991,1,2.75318201754551,-0.00138229984282314,0.344594003848146,0.793229475225909,0.00410334969348068,2.1225640357224,-0.500299160062422,2.62441639531252,12.8416490157832,0.191106802220677,0.782987414246492
1992,1,3.38730430416337,-0.0033913657577726,0.245875944373132,0.842857340218171,0.0041539043290147,2.57931367756885,-1.3678691642734,1.91172964912673,11.0597428423776,0.182696122939341,0.738450911810961
1993,1,4.111833958379,-0.00300527552914608,0.192739330957129,0.86855007424342,0.00650168256079393,3.28980780698685,-1.7202989308449,1.14455862604333,10.0013855345357,0.296325620933979,0.710628135650976
1994,1,3.71306893328505,0.000701636160956066,0.128936029620915,0.838710013515812,0.0220246166250299,3.15350924752006,0.461175470202226,0.78170332521148,9.28864275218834,0.920239877180119,0.687248002424983
1995,1,2.79438269182852,0.00169411804171343,0.13784099418012,0.814284950611811,-0.0163435286489844,2.48444666014326,1.29658037438036,0.950738505216482,9.65829825060485,-0.674435267003433,0.688434178473579
1996,1,3.19076398927329,0.00205557376671765,0.114508659222606,0.831048487250231,-0.0232029688343851,2.94604339928314,1.89433053329003,0.884070813910547,10.4956968989199,-0.946046833337238,0.706469308387105
1997,1,2.55626169632073,0.0019973719736616,0.123204770253702,0.85093246701642,-0.0436454776250046,2.4762358492022,2.23070284226755,1.06707161884096,11.5602160940115,-1.81585666325142,0.730977842699675
1998,1,1.10119132781305,0.00194458611755143,0.0543299561750453,0.900319263543938,-0.0572246366439871,1.13936492134696,2.64709508299312,0.518223663827646,13.7463178687841,-2.41458915057758,0.769663269632202
1999,1,-0.62953715978036,0.0027295702959818,0.0222158620771393,0.88653675403402,-0.08056722947739,-0.404421440357291,3.51100485875901,0.194710503798598,13.9272525066307,-2.32125968997719,0.741396197534924
2000,1,-1.69712870826158,0.00297179998540144,0.00966960975250447,0.907014638426431,-0.0988346980493734,-1.16691983007254,4.12981794473927,0.0790624146840508,14.4080444170654,-2.87876486044428,0.758287177607375
2001,1,-3.85271443603186,0.00315963864101175,0.0564639874777404,0.930981821253592,-0.0847363149112854,-2.58297529516266,4.51639956887373,0.503474188295282,17.54601877207,-2.72520922651745,0.76120540974254
2002,1,-6.04203101403286,0.00172816079550562,0.196082585902942,0.905251490366708,-0.0430718104498391,-2.81968896459646,1.74011963866433,1.57221757697728,12.5514132086701,-1.2288352311541,0.475303107608225
2003,1,-6.6969948691968,0.000826130451806508,0.327323349123806,0.914733391652178,-0.019043840770285,-3.03435380802444,0.517085344563298,2.7965017572973,9.5864514895294,-0.478933715256667,0.45118919770879
2004,1,-5.99320125674718,0.00170410491554419,0.395746889360428,0.835825071020196,-0.0532916668013353,-2.60953633314639,1.34944164007925,3.29065845451458,9.92612267773995,-1.63660431522599,0.474932963815236
2005,1,-6.49585862532696,0.00203576032856352,0.524167297070643,0.82040945256096,-0.0321056667251493,-2.67858736566582,1.88064168745379,4.08796181722002,10.8298831753131,-0.956988320437775,0.506593159976712
2006,1,-6.36115098751581,0.0019625123986687,0.616773830324115,0.814224437646729,-0.019678462353224,-2.30191147386467,2.38551825261869,4.90489284251437,13.1891476185194,-0.742427696612459,0.554298839472141
2007,1,-5.57016956895952,0.00184177981204718,0.618058630858543,0.826630309152386,-0.02030400860939,-1.83158269532176,2.51824680642609,4.9971725682985,14.6008460788195,-0.862414757619374,0.59078642123872
2008,1,-6.65922179997765,0.000174467109693512,0.592982374401056,0.843022303321024,-0.0414156672312858,-1.88293369017218,0.203269603338743,4.56252282318039,14.3899334608947,-1.71698968709789,0.558958807199761
2009,1,0.269204747072684,-0.00588593061066644,0.488428256859661,1.00081563843551,-0.00518451198139593,0.0350849679804918,-2.33435929734587,2.1949635173369,10.5562444898083,-0.0886267462169284,0.399412150887448
2010,1,2.3315309919882,-0.00398782421194125,0.69391161781659,0.815372161075772,-0.0118044889067147,0.288320504373264,-2.09528317619068,2.91814913279532,9.42722681115165,-0.197612811171205,0.368574065910615
2011,1,7.40221643153715,-0.00310200881656784,0.669651787454169,0.789317502266629,-0.0271839096280005,1.15380990733397,-2.08166377976577,3.32404099356554,9.6589733450278,-0.672363434005159,0.378039853752063
2012,1,12.3119014309465,-0.00222469440545607,0.502584633596184,0.843218049042191,-0.0401439202631934,1.99236375350341,-1.82394061988763,2.753482970578,10.8652008960689,-1.08335371939044,0.4340921434674
2013,1,8.9756575305094,-0.00205874665835621,0.417995446016021,0.873352071462967,-0.0516135186632154,1.47874819974094,-2.02312918745103,2.40579428178601,11.4314472400991,-1.48298841778615,0.470322894991313
2014,1,4.15925677560751,-0.00155959088436509,0.352165460475492,0.902284621352206,-0.050508725063806,0.686574029591846,-1.76080548420714,2.14489332732161,12.7148280975751,-1.47560729173525,0.501449248093118
2015,1,3.64560403089307,-0.00157248812805625,0.332152673780523,0.896047017362358,-0.0490450193397338,0.641818308644878,-1.91856336040141,2.18368859352413,13.3044602564568,-1.59401181147496,0.524995491389432
2016,1,-1.8214705302834,-0.00148440876845567,0.232352198771082,0.906531132014976,-0.0580616031369433,-0.299203509101427,-1.81998408692321,1.59276549914404,13.7447728825049,-1.73635133266968,0.519417916406958
2017,1,-3.45962132210953,-0.00166409875078614,0.20808540168596,0.893880133013623,-0.0762471795375095,-0.566169965779797,-2.03946871116033,1.55384280674606,14.6825741412089,-2.12789128264784,0.529056019552986
2018,1,0.136753398290325,-0.00149024183286505,0.287675524612162,0.875171449681717,-0.0706219056772735,0.021534360406865,-1.76047458268224,2.11116072329418,14.2361694077541,-1.91636292788933,0.542733813964677
2019,1,3.56838881304148,0.000570477448532059,0.422724599017079,0.805405388873125,-0.0595465023726721,0.576495986372263,1.07472329130923,3.66653757688371,14.5732560273407,-2.63229931689519,0.672740561467027
2020,1,-4.04541256247529,0.000356820109795213,0.375872373942392,0.829979188118112,-0.0958589267210185,-0.596149427294542,0.621428628553831,3.15512032484219,15.7810338751219,-3.07055290313364,0.687257682258201
2021,1,-15.3686331606079,-4.9749676466622e-05,0.173125051328462,0.892445547816748,-0.109441507666858,-2.06513384286288,-0.0832217492477624,1.42490399691019,16.6122829966614,-3.22455411516632,0.672185289957894
2022,1,-14.191145358743,0.000649561411233285,0.21027558089436,0.91241617835965,-0.123748292531186,-1.6353178080767,0.91716167832864,1.38939614670467,12.1201457015598,-3.34671443370171,0.667190612353008
2023,1,-22.1849960968403,0.000355195118668142,0.283306709656186,0.874898566458639,-0.160098916218657,-2.29202858046064,0.480306554606101,1.77832834400782,10.3682410086969,-3.75656033860718,0.665086924734046
1968,2,3.06102836846884,0.0016709841867673,-0.783907051765166,1.36852127013395,-0.199420057647298,2.25706934787936,0.206251314372139,-2.12770227265116,4.85623003680204,-3.6968782746933,0.972554543797148
1969,2,2.14785515592381,-0.00278346241474398,-1.05275429272392,1.62731681391349,-0.14637015268988,2.1333025605587,-0.645634594713456,-3.56297662056074,7.74352842115846,-2.57951234953937,0.974180592835016
1970,2,1.0938231626074,-0.00511292505629371,-1.51966906021738,1.86342703421773,-0.194870659137635,1.10234859689574,-1.11062291467205,-3.71349868300596,9.04818513267776,-2.74250330768535,0.950439264148518
1971,2,0.685563883354282,0.000157247375093394,-1.05249042605928,1.55129523430781,-0.147734489482968,0.94510789866806,0.0403812188854307,-2.72595204639321,7.84362342373711,-2.26596612855684,0.953133777279966
1972,2,2.97738096103864,0.00611525520493558,-0.0370822683638588,0.817885831762571,-0.211725007054424,2.70636148825742,1.62726019597477,-0.0747115372883002,2.68082353437178,-2.90248895224985,0.935562794853074
1973,2,1.81243705479605,0.0110889964394097,-0.149596246498788,0.997904093576926,-0.100025808287022,1.43165465211703,2.41017201914892,-0.24152671940404,2.83611949642446,-1.23866075394699,0.924929491071645
1974,2,1.70676896071367,0.0197592696431178,-0.0907771611555884,0.887456634680756,-0.0410133641977226,1.27363387380046,3.10749158737102,-0.149981171587752,2.40210313300558,-0.51800195781478,0.888871880348973
1975,2,1.82671263564893,0.0212289775626847,0.0541952714774638,0.751950174833014,-0.00327315645736277,1.78923752421104,3.58427776375454,0.121268358922941,3.1851867672477,-0.0461404317553348,0.876362470498327
1976,2,2.34529904919495,0.0195467438672976,0.31812456199052,0.62539470310867,-0.0220189471976233,2.86868466256366,3.01695486973602,0.897914365009499,3.67409620296981,-0.385320564007213,0.876795021744197
1977,2,2.06711098656267,0.0214691592728297,0.527199802580619,0.548074581827574,0.0370122596325699,2.44452927027641,2.93398728732839,1.45526509289244,3.69528236110003,0.654881907402956,0.876975516765315
1978,2,1.96989758122186,0.0156614566143164,0.494997816029963,0.681577958660785,0.00259046766796938,2.27136474935488,2.01222421157156,1.37685869262158,4.47312206895439,0.0411707058910606,0.885098761668416
