"Size_category","BM_category","LHS","intercept","EPS","NegEPS","NegEPS_EPS","adj_r_squared","t_intercept","t_EPS","t_NegEPS","t_NegEPS_EPS"
"Small cap","Low BM","EPS_{t+1}",0.0903507501714933,0.501697688811328,-0.225146122347161,-0.262613790872249,0.224881828121063,3.30678201963546,3.21143658144877,-2.84137426283361,-0.920860994752247
"Small cap","Med BM","EPS_{t+1}",0.0441101583699614,0.778658913402938,-0.0542726838380709,-0.342524700884853,0.321342199887414,1.42883320118939,15.4472501092154,-0.444391104042696,-3.44092511638256
"Small cap","High BM","EPS_{t+1}",-0.118604587458669,0.6367879021689,-0.0934639737448593,-0.159706112346501,0.15742778130617,-1.61715028653328,7.27516149900145,-0.430792368852288,-1.47373098364091
"Medium cap","Low BM","EPS_{t+1}",0.459001537803586,0.462082978954174,-0.447668245612619,-0.294744017213272,0.293132272947453,4.25274197189533,6.21164194891207,-2.75594717374383,-0.112970354998795
"Medium cap","Med BM","EPS_{t+1}",0.147101700728362,0.855123280060409,0.0286374723323085,-0.249072510784589,0.404366606223078,2.37321186060089,20.902927047583,0.204819852114033,-2.75554827297595
"Medium cap","High BM","EPS_{t+1}",-0.825827515413212,1.02396738005427,0.9108746750771,-0.29047772779451,0.175398592177014,-1.7096360307825,6.18405311922768,-0.0661525783198093,-1.37120886065755
"Large cap","Low BM","EPS_{t+1}",-0.27964483722282,1.26442922245218,1.27496719199506,-0.447360631095463,0.413362535633545,0.480153341562016,10.9166767438503,1.00723348157788,73331076092859.2
"Large cap","Med BM","EPS_{t+1}",-6.46170494019715,4.29733024940654,10.3839199098018,-2.03994342716732,0.272935667637762,0.0698502509918821,9.71928123978485,2.18613040907898,-2.35631081377354
"Large cap","High BM","EPS_{t+1}",-6.77517442807563,3.59712827117153,11.7784736359795,-1.61810703359636,0.258273532900611,0.757034292343067,7.48000904851526,1.24510914821715,191640952712501
