"year","Size_category","BM_category","intercept","A","D","DD","E","NegE","AC","t_intercept","t_A","t_D","t_DD","t_E","t_NegE","t_AC","adj_r_squared"
1968,"Medium cap","Med BM",-12.6727911277558,0.000411374387404101,-0.493281393189973,13.6268157879621,1.32671881015892,31.1295796198961,-0.00999535241519174,-2.60593626546992,0.149008880900093,-2.98763643075995,2.86272496177557,15.9875195921833,6.48824792920332,-0.632404731109583,0.867829830155513
1968,"Medium cap","High BM",1.497916257403,-0.00519551991884896,-0.0335185287876069,NA,1.0337480679324,-3.30479133396906,0.00213058949861972,1.5227637997304,-1.27981180321893,-0.19362680968855,10.0660051583389,-1.52914201716997,0.182915007344078,NA,0.941364781364027
1968,"Medium cap","Low BM",1.269360783317,0.0130169604786254,0.583597566442892,0.362912910851567,0.657280453793327,10.9952499733905,0.0200094021317579,0.590905524506936,1.39399997133537,1.7705062416659,0.162417571460359,3.47780755931471,2.44431192313578,0.372203141803229,0.562048082149498
1968,"Small cap","Med BM",0.146472206823483,-0.00285465624939906,-0.349349461420824,0.0435342248535014,1.11992126097163,0.566525684414397,-0.0173481210127418,0.541704247183636,-0.396008393968483,-0.753441074290708,0.142695439506273,7.16710985997412,1.14165109438317,-0.61133435426121,0.526492357951471
1968,"Small cap","High BM",-0.493775718226467,0.00227212557103333,0.399762029121088,0.414838052947607,0.718455634772957,1.73307139995395,0.0543226339554408,-0.78244708505223,0.349697281550779,0.696996126570963,0.604400705460436,4.19821990473205,1.93383909140166,1.02360783634564,0.54763832046382
1968,"Small cap","Low BM",-0.155039618457134,0.019336115764446,-0.417943828447201,0.330106597452794,0.86701942799105,0.0113146981934764,-0.0767090920463968,-0.535124750866053,1.70183837475214,-0.560061366223471,1.02996462211496,2.91275929172897,0.0240090063489794,-1.23449846032429,0.478889725070769
1968,"Large cap","Med BM",7.77757215097875,0.00994335598975368,-0.0810387194770593,NA,0.837474350018444,NA,-0.0606331896402951,1.88545409408117,3.86369089285242,-0.421431057664722,5.96215124118541,-5.321180522222,NA,NA,0.999262128207387
1968,"Large cap","High BM",9.67916873782686,-0.0074805506429357,0.495110883242355,NA,0.658597219438315,NA,-0.0791540488678729,0.136331287133822,-0.158678054209019,0.223482099594231,0.397889143961921,-0.771496806066082,NA,NA,0.850970267838925
1968,"Large cap","Low BM",4.07891104018304,-0.00717447689241499,0.32939740116583,NA,0.979385046186009,NA,-0.0549535061171476,0.62742404086685,-1.06788504454775,2.68872410804704,8.62271860321291,-1.93367322351649,NA,NA,0.995480978830301
1969,"Medium cap","Med BM",0.823430456973295,-0.00613027585896944,0.219022348557846,1.07295183917088,1.01501926088594,29.7138562248062,-0.0286821279232305,0.232348993506562,-2.24844270748485,1.47501640137119,0.301743111119939,12.9168881913085,4.6976976712008,-2.06834803764117,0.787770994315155
1969,"Medium cap","High BM",1.73007076148625,-0.0031710000474556,0.148888428359277,NA,0.868016606364954,1.22048425608032,0.0227658223728188,1.28775362876504,-0.57863735808779,0.603000037152497,5.97951545718841,0.381926593844122,1.31292687798989,NA,0.817104102634552
1969,"Medium cap","Low BM",0.126790973612154,0.0111534268692783,0.155917090676871,2.4315048990952,0.817658832681362,9.35707471578519,-0.0167314199974855,0.107356721817347,1.69802434644007,0.565482238551521,1.7679224467999,5.70889982201204,2.88567757335901,-0.500218543846949,0.58696708081267
1969,"Small cap","Med BM",0.230629940045962,-0.00353606918197591,-0.0591483879717844,-0.0943347046678906,1.0636235346446,0.902912555263131,-0.0308668078361462,1.12193666609723,-0.636002815196396,-0.165402513238542,-0.407531904755343,8.63212363530561,2.27438771291224,-1.56366937016243,0.542425803611719
1969,"Small cap","High BM",-0.252444560662213,0.00246094683630149,0.336305018076637,0.0838279250284989,0.759952432981235,1.33818594060176,0.0130100051648351,-0.541416700904723,0.469435159853728,0.73963634439649,0.164296725325491,5.92636737035538,2.2262985212643,0.350607653953514,0.576483321923523
1969,"Small cap","Low BM",-0.0478122659049671,-0.0229873294243773,0.492891614226145,0.414733561151221,1.03806122278028,0.233242071307565,-0.0370220609321857,-0.225566882029983,-3.34348994824181,0.92852238728008,1.72301879334793,4.77245270986131,0.587632834061089,-0.825641272634375,0.54212045318779
1969,"Large cap","Med BM",12.315265763831,0.00135377569539193,-0.576632907390375,NA,1.27844759811176,NA,-0.0573723688496595,1.27584829202531,0.21665349420945,-1.14085147864606,3.28039991996087,-1.2529230125384,NA,NA,0.986774156293252
1969,"Large cap","High BM",-6.45519608811835,0.00422898685665984,0.797291050838857,NA,0.346673977510126,NA,-0.0634338097544168,-0.243132789867539,0.281882181508809,0.973345564850093,0.738169781699661,-1.17704707423247,NA,NA,0.91042225770202
1969,"Large cap","Low BM",-1.82119007628418,-0.0129395212739878,-0.039375319742265,NA,1.33334437788672,NA,-0.00383123013754868,-0.297494799945157,-1.93089005236216,-0.360893079000245,13.2249596810509,-0.125944569785544,NA,NA,0.992075349178956
1970,"Medium cap","Med BM",-2.92209059233898,-0.0048900316789699,0.128719741203946,3.83480899422328,1.04987923454376,17.3390289501298,-0.0263960783167553,-1.23510977370351,-1.74733657148735,0.863133672915342,1.60311064160531,13.2141723212758,3.23707782104765,-3.05739707547852,0.739688831819911
1970,"Medium cap","High BM",-1.18552953847111,-0.000172464389417353,0.0638088135427933,1.46015095647148,0.9780829243975,3.78757002042902,0.013838584439175,-0.130017367479953,-0.0362037474947021,0.21706347884707,0.15842908400965,6.23217934593613,0.819497582861311,0.889751575674263,0.712942665222833
